ID,CLASS,IDX_B,IDX_O,TEXT
100_85.ann_T18,Claim,868,924,"If there is no nodule, neither echo nor FNA is indicated"
122_119.ann_T1,Premise,44,176,"A 17-year-old woman came to the emergency department with acute symptoms of high fever, pharyngeal pain and cervical lymphadenopathy"
122_119.ann_T2,Premise,178,325,"She had previously been diagnosed with acute pharyngitis and was treated with amoxicillin, and later presented with a generalized macular skin rash"
122_119.ann_T3,Premise,327,465,"Laboratory tests showed slight leukocytosis and presence of activated leukocytes, slight thrombopenia and slightly increased transaminases"
122_119.ann_T6,Claim,536,587,It is a typical picture of infectious mononucleosis
122_119.ann_T8,Claim,592,618,Varicella zoster infection
122_119.ann_T10,Claim,623,642,Acute toxoplasmosis
122_119.ann_T13,Claim,647,659,Lyme disease
122_119.ann_T14,Claim,664,691,Infection by herpes virus 8
122_119.ann_T16,Claim,711,746,The correct answer is the first one
122_119.ann_T17,Claim,748,799,It is a typical picture of infectious mononucleosis
122_119.ann_T18,Claim,801,930,"Although a similar picture may occur in acute toxoplasmosis, less than 1% of acute toxoplasma infections present as mononucleosis"
122_119.ann_T22,Claim,932,1054,Characteristic of Epstein-Barr infectious mononucleosis is the appearance of macular rash after treatment with amoxicillin
155_83.ann_T1,Premise,44,175,"A 62-year-old man with a history of arterial hypertension under treatment with captopril, duodenal ulcer and uric acid urolithiasis"
155_83.ann_T7,Premise,177,265,He consults for typical podagra crisis similar to others presented in the last two years
155_83.ann_T8,Premise,308,362,"Analyses show uric acid 10.1 mg/dl, creatine 1.5 mg/dl"
155_83.ann_T9,Premise,267,306,Examination showed tophi in both pinnae
155_83.ann_T10,Claim,472,525,Its use is second choice when uricosurics have failed
155_83.ann_T11,Claim,530,597,Its prolonged use is practically obligatory because there are tophi
155_83.ann_T12,Claim,602,717,Its introduction should be delayed until the current attack has resolved with anti-inflammatory drugs or colchicine
155_83.ann_T13,Claim,722,808,Its introduction should be gradual up to a dose that achieves a uricemia below 6 mg/dL
155_83.ann_T14,Claim,813,921,In the first months of treatment it is advisable to associate low doses of colchicine to prevent new attacks
155_83.ann_T17,Claim,941,1029,"Allopurinol is always the treatment of choice, especially in the case of tophaceous gout"
155_83.ann_T23,Claim,1031,1121,"Moreover, in this case, uricosuric acid could worsen urolithiasis by increasing uricosuria"
137_164.ann_T1,Premise,83,258,"a direct trauma to the right side of the face after which the patient presents unilateral palpebral hematoma, diplopia in the vertical gaze and difficulty in opening the mouth"
137_164.ann_T2,Claim,306,404,We are with great probability in front of a Lefort I type fracture of the middle third of the face
137_164.ann_T4,Claim,409,459,This is probably a unilateral orbitomalar fracture
137_164.ann_T5,Claim,461,534,The diagnosis would ideally be verified by CT (computed axial tomography)
137_164.ann_T6,Claim,539,616,It is a fracture of the base of the skull at the level of the carotid foramen
137_164.ann_T7,Claim,621,698,The probable diagnosis is fracture with dislocation of the mandibular condyle
137_164.ann_T8,Claim,703,785,A mandibular fracture is probably associated with a Lefort I type midface fracture
137_164.ann_T9,Claim,805,897,Diplopia on vertical gaze is highly suggestive that the bony walls of the orbit are affected
137_164.ann_T10,Claim,899,958,Lefort type I fracture does not affect the orbital contents
137_164.ann_T11,Claim,960,1014,"Knowing this information, the only correct answer is 2"
137_164.ann_T12,Claim,1127,1297,"Whoever posted the question wanted to make sure that the only valid answer was number 2; that is why they added the tag line ""but just in case we check it with a CT scan"""
136_132.ann_T1,Premise,40,109,A 60-year-old man comes to the emergency department for a coma crisis
136_132.ann_T2,Premise,111,168,"Ex-smoker for 3 years, with no other history of interest."
136_132.ann_T4,Premise,169,204,A CT scan shows multiple metastases
136_132.ann_T10,Claim,243,263,Head and neck cancer
136_132.ann_T11,Claim,268,279,Lung cancer
136_132.ann_T12,Claim,284,306,Urinary bladder cancer
136_132.ann_T13,Claim,311,323,Colon cancer
136_132.ann_T14,Claim,328,345,Pancreatic cancer
136_132.ann_T16,Claim,388,541,Lung cancer is the most frequent cause of brain metastases and in 20-30% of cases it is as a result of them that the primary tumor is diagnosed (as here)
187_68.ann_T1,Premise,45,334,"A 52-year-old woman from a village on the Costa Brava notices an otherwise asymptomatic lump in the anterior region when applying cream to her neck; she goes to her general practitioner who confirms the presence of a firm, smooth mass, 2 cm in maximum diameter, which rises with swallowing"
187_68.ann_T2,Premise,336,363,No palpable lymphadenopathy
187_68.ann_T3,Claim,410,451,A determination of thyroglobulin in blood
187_68.ann_T4,Claim,456,474,A cervical CT scan
187_68.ann_T6,Claim,479,571,A determination of circulating antithyroid antibodies (antithyroglubulin and antiperoxidase)
187_68.ann_T7,Claim,576,598,A fine needle puncture
187_68.ann_T9,Claim,603,629,A determination of free T3
187_68.ann_T10,Claim,649,734,"It refers to a thyroid nodule, and the indicated test is a FNA (fine needle puncture)"
187_68.ann_T14,Claim,899,999,"Ultrasound facilitates FNA but is not mandatory, a 2 cm thyroid nodule can be punctured without echo"
187_68.ann_T16,Claim,1001,1178,"It is important to have an analysis of thyroid function prior to the puncture; but since he is talking about an asymptomatic patient, it seems clear that she is not hyperthyroid"
126_59.ann_T1,Premise,63,281,"A 65-year-old man, a retired office worker and smoker of 1 pack of cigarettes a day, comes to the clinic with a persistent, generally dry cough and progressive dyspnea of 2 years of evolution which is currently grade 2"
126_59.ann_T2,Premise,283,316,The patient denies other symptoms
126_59.ann_T3,Premise,318,361,Physical examination shows no relevant data
126_59.ann_T4,Claim,399,443,Start treatment with inhaled bronchodilators
126_59.ann_T8,Claim,448,499,Chest X-ray and spirometry with bronchodilator test
126_59.ann_T9,Claim,504,534,Prescribe oral corticosteroids
126_59.ann_T11,Claim,539,555,Thoracic CT scan
126_59.ann_T13,Claim,560,594,Perform basal arterial blood gases
126_59.ann_T15,Claim,614,699,The correct answer is 2 (Perform chest X-ray and spirometry with bronchodilator test)
126_59.ann_T16,Claim,701,828,It is probably COPD but we must confirm it and assess the severity of the obstruction with spirometry before starting treatment
126_59.ann_T20,Claim,830,1043,"He is a patient at risk for lung cancer so it is mandatory to perform a chest X-ray to rule out this or other pathologies that would justify the symptoms, although most likely they are due to the debut of his COPD"
147_157.ann_T1,Premise,42,292,"A 19-year-old female university student comes to the clinic accompanied by her parents, reporting feeling progressively more asthenic in the last two months, with loss of appetite and weight and with greater difficulty in concentrating on her studies"
147_157.ann_T2,Premise,294,467,"The anamnesis also highlights that she has lost interest in going out with friends, has ideas of death without self-harming ideation and pessimistic cognitions of the future"
147_157.ann_T3,Premise,469,530,Her weight is 90% of that considered ideal for age and gender
147_157.ann_T4,Premise,532,591,She does not present weight phobia or body image distortion
147_157.ann_T5,Claim,631,647,Anorexia nervosa
147_157.ann_T6,Claim,652,668,Anxiety disorder
147_157.ann_T7,Claim,673,704,Borderline personality disorder
147_157.ann_T8,Claim,709,718,Dysthymia
147_157.ann_T10,Claim,723,748,Major depressive disorder
147_157.ann_T15,Claim,768,942,"As soon as we hear about weight we go to anorexia nervosa, but anorexia nervosa has three features: significant self-induced weight loss, body image distortion and amenorrhea"
147_157.ann_T18,Claim,944,958,So we remove 1
147_157.ann_T19,Claim,960,1008,"One loses weight when one gets sad, worries, etc"
147_157.ann_T20,Claim,1012,1145,3 does not make sense in the MIR because of the clinic -in reality the history is different and in psychiatry everything is evolution
147_157.ann_T23,Claim,1148,1201,4 has to meet temporal criteria that are not met here
147_157.ann_T24,Claim,1203,1228,So we are between 2 and 5
147_157.ann_T25,Claim,1253,1326,There is no anxiety clinic and she also meets the criteria for depression
147_157.ann_T26,Claim,1328,1376,The poor girl has been diagnosed with depression
147_157.ann_T28,Claim,1378,1443,The answer is 5 (another option is that she was studying the MIR)
151_70.ann_T1,Premise,44,338,"A 25-year-old female patient with a history of skin rash after sun exposure and occasional polyarthritis in the joints of the hands, controlled with non-steroidal anti-inflammatory drugs, presents with general malaise, progressive feeling of generalized weakness and pallor for the last 15 days"
151_70.ann_T2,Premise,340,479,"Laboratory tests showed hemoglobin 7 g/dL, MCV 108 mm/h, 150,000 platelets/mm3, 3000 leukocytes/mm3, elevated LDH, undetectable haptoglobin"
151_70.ann_T5,Claim,663,674,Vitamin B12
151_70.ann_T6,Claim,679,687,Ferritin
151_70.ann_T7,Claim,692,702,Folic acid
151_70.ann_T8,Claim,630,658,Antinuclear antibodies (ANA)
151_70.ann_T9,Claim,607,625,Direct Coombs test
151_70.ann_T10,Claim,722,857,The clinical and biological picture of this patient raises suspicion of hemolytic anemia in the context of systemic lupus erythematosus
151_70.ann_T13,Claim,859,1074,"If we have to choose only one diagnostic test, and this should be the first, we are interested in confirming the presence of an autoimmune hemolytic anemia with the direct Coombs' test in order to initiate treatment"
151_70.ann_T16,Claim,1076,1100,The other tests can wait
108_219.ann_T1,Premise,55,180,A man has a partial deletion in the dystrophin gene (chromosome Xp21) which causes the semiology of Becker muscular dystrophy
108_219.ann_T2,Premise,182,283,"He goes to the genetic consultation with his wife, to assess the risks of transmission of the disease"
108_219.ann_T4,Claim,371,494,"According to autosomal dominant inheritance, half of her children will inherit the disease and without distinction of sexes"
108_219.ann_T5,Claim,499,624,"Their daughters will not inherit the disease, but all their future sons will be carriers and can transmit the mutation to 50%"
108_219.ann_T6,Claim,629,754,"Their sons will not inherit the disease, but all their future daughters will be carriers and can transmit the mutation to 50%"
108_219.ann_T7,Claim,759,864,"There is no risk: the inheritance of the disease is of the mitochondrial type, never transmitted by males"
108_219.ann_T8,Claim,869,994,"According to autosomal recessive inheritance, 25% of their children will manifest the disease in childhood, regardless of sex"
108_219.ann_T11,Claim,1014,1129,"It is the male who presents the disease, which we are told is X-linked, so there are only two options left: 2 and 3"
108_219.ann_T13,Claim,1131,1316,"2 is not because the males will receive the Y chromosome from the father and the X from the mother, who is healthy, so the daughters will be able to carry the disease (correct option 3)"
117_112.ann_T1,Premise,43,144,"A 64-year-old male presents with fever, cough, dyspnea and right pleuritic pain of 1 week's evolution"
117_112.ann_T2,Premise,146,237,Chest X-ray shows a loculated right pleural effusion occupying two thirds of the hemithorax
117_112.ann_T3,Premise,239,464,"During thoracentesis, a yellowish fluid is drawn and analysis shows: leukocytes 15,000/uL, 92% neutrophils, glucose 30 mg/dL, pH 7, lactate dehydrogenase 3500 U/L, adenosine deaminase 45 U/L and absence of germs on GRAM stain"
117_112.ann_T6,Claim,537,567,Intravenous antibiotic therapy
117_112.ann_T7,Claim,572,650,Intravenous antibiotic therapy and repeat diagnostic thoracentesis in 24 hours
117_112.ann_T8,Claim,655,760,Intravenous antibiotic therapy and repeat diagnostic thoracentesis if there is no improvement in 48 hours
117_112.ann_T9,Claim,765,891,Intravenous antibiotic therapy and evacuative (therapeutic) thoracentesis if any germ is isolated in the pleural fluid culture
117_112.ann_T10,Claim,896,995,Intravenous antibiotic therapy and placement of a chest tube or catheter to drain all pleural fluid
117_112.ann_T22,Claim,1188,1497,"since the clinical picture points to a parapneumonic pleural effusion, the macroscopic characteristics of the fluid seem so and the analysis of it shows us that the effusion is also complicated, almost on the verge of being an empyema (very high LDH, cellularity with predominance of PMN, glucose consumption)"
117_112.ann_T25,Claim,1499,1623,"In addition, with this pH (and knowing that the effusion is already loculated), the endothoracic tube is more than indicated"
143_141.ann_T1,Premise,42,248,"Given a 7-month-old child with fever and irritability, bulging fontanel and a cerebrospinal fluid study with 110 cells/mm3 (75% lymphocytes), protein 120 mg/dl and glucose 28 mg/dl (serum glycemia 89 mg/dl)"
143_141.ann_T8,Claim,303,319,Viral meningitis
143_141.ann_T9,Claim,324,344,Bacterial meningitis
143_141.ann_T10,Claim,349,371,Tuberculous meningitis
143_141.ann_T11,Claim,376,398,Mononucleosis syndrome
143_141.ann_T12,Claim,403,426,Guillain-Barre syndrome
143_141.ann_T13,Claim,446,469,The correct answer is 3
143_141.ann_T15,Claim,471,527,It defines a typical cerebrospinal fluid of tuberculosis
172_50.ann_T2,Premise,42,254,"A patient with severe COPD comes to the ED with an acute onset and presents an arterial blood gas drawn with Fi02 of 31% at sea level with a Pa02 of 86 mm Hg, PaC02 65 mm Hg, pH 7.13 and Bicarbonate 27 mmol/liter"
172_50.ann_T3,Claim,303,334,The patient is hyperventilating
172_50.ann_T4,Claim,339,388,The alveolar arterial oxygen gradient is elevated
172_50.ann_T5,Claim,393,431,The patient is in respiratory acidosis
172_50.ann_T6,Claim,436,463,Bicarbonate level is normal
172_50.ann_T7,Claim,468,525,Initiation of mechanical ventilation should be considered
172_50.ann_T12,Claim,545,765,"Blood gas analysis shows an acute respiratory acidosis, due to an increase in PCO2 of short evolution time because the kidney has not yet had time to retain bicarbonates (bicarbonate level at the high limit of normality)"
172_50.ann_T13,Claim,767,847,The patient is not hyperventilating but hypoventilating because PCO2 is elevated
172_50.ann_T16,Claim,849,965,"The alveolar arterial oxygen gradient is altered since the patient has a normal PaO2, but because he has a high FiO2"
172_50.ann_T19,Claim,967,1015,"If he were without oxygen, he would be hypoxemic"
172_50.ann_T20,Claim,1017,1174,Respiratory acidosis below 7.20 is a reason to consider noninvasive mechanical ventilation acutely and in principle temporarily in a patient with severe COPD
118_117.ann_T1,Premise,43,177,"A 14-year-old asymptomatic boy whose father has just been diagnosed with pulmonary TB undergoes a Mantoux test, with a negative result"
118_117.ann_T4,Claim,224,260,Reassure her that she is not at risk
118_117.ann_T5,Claim,265,276,Chest X-ray
118_117.ann_T7,Claim,281,339,Start chemoprophylaxis and repeat skin test after 3 months
118_117.ann_T10,Claim,344,373,Repeat skin test at one month
118_117.ann_T12,Claim,378,471,A sputum study should be performed before starting chemoprophylaxis with Isoniazid for 1 year
118_117.ann_T17,Claim,491,701,"In young contacts, chemoprophylaxis should be started even if the mantoux test is negative and repeated after 2-3 months to decide whether to continue treatment for 6 months (if it turns positive) or to stop it"
191_125.ann_T1,Premise,42,173,A 13-month-old infant comes to the emergency department with fever up to 39ºC of 48h of evolution with no other associated symptoms
191_125.ann_T2,Premise,175,274,"Examination by organs and devices with no significant findings, highlighting good general condition"
191_125.ann_T3,Premise,276,414,You were going to discharge him home but the Pediatrics attending on duty asks for a systematic urine and urine culture by catheterization
191_125.ann_T4,Premise,416,525,"The urine shows leukocyturia ++, hematuria + and nitrites ++ and the urine Gram-negative bacilli are observed"
191_125.ann_T8,Premise,527,611,In the blood analysis there is no leukocytosis and the C-reactive protein is 50 mg/l
191_125.ann_T10,Premise,613,720,The attending now tells you that the child does not need to be admitted and to prescribe an oral antibiotic
191_125.ann_T12,Claim,814,841,Amoxicillin-clavulanic acid
191_125.ann_T17,Claim,798,809,Amoxicillin
191_125.ann_T18,Claim,846,863,Cefuroxime-axetil
191_125.ann_T19,Claim,868,881,Cotrimoxazole
191_125.ann_T20,Claim,886,894,Cefixime
191_125.ann_T21,Claim,914,1027,Other drugs are a good choice in urinary tract infections caused by large negative bacilli (most likely: E. coli)
191_125.ann_T22,Claim,1029,1105,The presence of leukocytes + nitrites in the urine is very suggestive of UTI
191_125.ann_T23,Claim,1107,1184,"And if the urine Gram detects G- bacteria, it is probably a UTI due to E Coli"
191_125.ann_T28,Claim,1186,1226,Many E Coli are resistant to amoxicillin
160_117.ann_T1,Premise,42,287,"A 35-year-old man presenting hematuria after respiratory infections for several years, a blood test shows creatinine 1 mg/dl with no other alterations and urine hematocytes 50/field being 80% dysmorphic, with proteinuria of 0.8 grams in 24 hours"
160_117.ann_T2,Claim,327,353,Minimal change nephropathy
160_117.ann_T3,Claim,358,387,Membranous glomerulonephritis
160_117.ann_T4,Claim,392,407,IgA nephropathy
160_117.ann_T5,Claim,412,456,Proliferative and diffuse glomerulonephritis
160_117.ann_T6,Claim,461,507,Focal and primary segmental glomerulosclerosis
160_117.ann_T12,Claim,527,551,The correct answer is: 3
160_117.ann_T13,Claim,553,568,IgA nephropathy
160_117.ann_T14,Claim,570,729,"Given that the clinical presentation of this nephropathy appears in a very unspecific way, to identify the responsible disease we must rely on its epidemiology"
160_117.ann_T20,Claim,731,882,"Since he is a young male, with a history of previous respiratory infections, a relationship between these infections and renal pathology is established"
160_117.ann_T21,Claim,884,1037,"Based on this we think about IgA nephropathy, which besides being the most frequent glomerulonephritis, it is presented in most of the cases as described"
192_160.ann_T1,Premise,42,313,"The parents of a 5-month-old infant come because their child, who attends day care, has been presenting for 3 days, coinciding with an upper respiratory tract infection, liquid stools numbering 4 per day, occasional alimentary vomiting, and axillary temperature of 38.3°C"
192_160.ann_T2,Premise,315,355,He is being fed with mixed breastfeeding
192_160.ann_T3,Premise,357,472,"On examination the infant is in good general condition, is well nourished and hydrated and his breathing is eupneic"
192_160.ann_T4,Premise,474,553,"his weight is 4,730g and has decreased by 70g with respect to the previous week"
192_160.ann_T5,Premise,555,653,"The abdomen is soft and depressible, without masses or megaliths, and the fontanel is normotensive"
192_160.ann_T6,Premise,655,760,"Except for the presence of watery rhinorrhea, the rest of the examination by organs and devices is normal"
192_160.ann_T7,Claim,841,966,"An estimation of losses should be made, recommend a 4-hour fast and rehydrate during this time with oral rehydration solution"
192_160.ann_T9,Claim,971,1040,It is advisable to introduce rice cereals for their astringent effect
192_160.ann_T10,Claim,1045,1130,A stool culture should be performed as soon as possible to exclude a bacterial origin
192_160.ann_T12,Claim,1135,1188,The use of lactose-free formula should be recommended
192_160.ann_T13,Claim,1193,1326,It is advisable to replace losses after each bowel movement with oral rehydration solution and continue with the patient's usual diet
192_160.ann_T15,Claim,1346,1405,The baby is not dehydrated and is in good general condition
192_160.ann_T16,Claim,1407,1530,"Try to avoid dehydration by replenishing what is being lost, avoiding drastic changes in feeding habits as much as possible"
192_160.ann_T17,Claim,1626,1762,"There is also no evidence of lactose intolerance (perianal irritation, frothy and acid stools, etc.) that would advise lactose-free milk"
162_121.ann_T1,Premise,42,197,"A 52-year-old patient with stage V chronic kidney disease, secondary to autosomal dominant polycystic kidney disease, receives a cadaver donor kidney graft"
162_121.ann_T4,Premise,199,353,A 34-year-old brother of his comes to visit him and says he does not know if he has the disease because he has never seen a doctor since he was a teenager
162_121.ann_T10,Claim,446,482,Genetic mutational and linkage study
162_121.ann_T11,Claim,487,513,Abdomino-pelvic ultrasound
162_121.ann_T12,Claim,518,575,Helical computed axial tomography with iodinated contrast
162_121.ann_T13,Claim,580,606,Abdominal and cerebral MRI
162_121.ann_T14,Claim,611,637,Periodic clinical controls
162_121.ann_T15,Claim,657,681,The correct answer is: 2
162_121.ann_T17,Claim,683,709,Abdomino-pelvic ultrasound
162_121.ann_T21,Claim,711,957,"Abdomino-pelvic ultrasound is undoubtedly the most specific and sensitive test for the diagnosis of polycystic kidney disease and, above all, the cheapest to demonstrate whether or not the patient's sibling has inherited polycystic kidney disease"
168_86.ann_T1,Premise,129,235,82-year-old patient with exertional angina and a systolic ejection murmur of intensity 3/6 on auscultation
168_86.ann_T2,Claim,240,253,A stress test
168_86.ann_T4,Claim,258,278,Coronary angiography
168_86.ann_T5,Claim,283,306,Exercise echocardiogram
168_86.ann_T6,Claim,311,327,Coronary CT scan
168_86.ann_T7,Claim,332,354,Doppler echocardiogram
168_86.ann_T12,Claim,374,429,"Ejective murmur, our first suspicion is aortic stenosis"
168_86.ann_T14,Claim,431,538,"Angina may be due to the stenosis itself or to underlying coronary artery disease (probable, given the age)"
168_86.ann_T16,Claim,540,607,"And with this information, we cannot know if the stenosis is severe"
168_86.ann_T19,Claim,609,874,"Therefore, the first thing we will have to do will be to study the valve disease: we do not want to put the patient to run or overload him with dobuta and have a syncope, nor do we want to do a catheterization without having first performed another noninvasive test"
168_86.ann_T20,Claim,876,995,"And cardioTC, in someone 80 years old, is going to tell us what we already know: that he has calcium up to his eyebrows"
